Form Type,Company Name,CIK,Date Filed,File Name
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2016-12-06,edgar/data/850779/0001539497-16-004238.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2016-12-22,edgar/data/850779/0001539497-16-004394.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-02-22,edgar/data/850779/0001539497-17-000237.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-03-14,edgar/data/850779/0001539497-17-000423.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-03-15,edgar/data/850779/0001539497-17-000444.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-03-29,edgar/data/850779/0001539497-17-000524.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-06-21,edgar/data/850779/0001539497-17-001020.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-07-13,edgar/data/850779/0001539497-17-001129.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-08-04,edgar/data/850779/0001539497-17-001304.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-09-13,edgar/data/850779/0001539497-17-001564.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-09-28,edgar/data/850779/0001539497-17-001672.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-11-13,edgar/data/850779/0001539497-17-001990.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2017-12-06,edgar/data/850779/0001539497-17-002245.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-01-23,edgar/data/850779/0001539497-18-000069.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-03-06,edgar/data/850779/0001539497-18-000337.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-04-24,edgar/data/850779/0001539497-18-000640.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-05-17,edgar/data/850779/0001539497-18-000753.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-06-20,edgar/data/850779/0001539497-18-000924.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-07-18,edgar/data/850779/0001539497-18-001140.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-08-07,edgar/data/850779/0001539497-18-001307.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-10-02,edgar/data/850779/0001539497-18-001556.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-12-03,edgar/data/850779/0001539497-18-001907.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2018-12-20,edgar/data/850779/0001539497-18-002053.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-01-29,edgar/data/850779/0001539497-19-000050.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-02-13,edgar/data/850779/0001539497-19-000229.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-04-24,edgar/data/850779/0001539497-19-000629.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-06-17,edgar/data/850779/0001539497-19-000988.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-07-17,edgar/data/850779/0001539497-19-001178.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-07-31,edgar/data/850779/0001539497-19-001256.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-08-20,edgar/data/850779/0001539497-19-001370.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-10-15,edgar/data/850779/0001539497-19-001665.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-10-22,edgar/data/850779/0001539497-19-001737.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-11-04,edgar/data/850779/0001539497-19-001895.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2019-12-03,edgar/data/850779/0001539497-19-002197.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-01-22,edgar/data/850779/0001539497-20-000101.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-02-04,edgar/data/850779/0001539497-20-000221.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-05-21,edgar/data/850779/0001539497-20-000726.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-08-12,edgar/data/850779/0001539497-20-001047.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-09-16,edgar/data/850779/0001539497-20-001187.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-09-30,edgar/data/850779/0001539497-20-001221.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2020-11-30,edgar/data/850779/0001539497-20-001445.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-01-25,edgar/data/850779/0001539497-21-000055.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-04-19,edgar/data/850779/0001539497-21-000501.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-06-09,edgar/data/850779/0001539497-21-000819.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-07-12,edgar/data/850779/0001539497-21-001006.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-11-04,edgar/data/850779/0001539497-21-001706.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-11-16,edgar/data/850779/0001539497-21-001847.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2021-12-06,edgar/data/850779/0001539497-21-002000.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2022-02-22,edgar/data/850779/0001539497-22-000478.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2022-03-28,edgar/data/850779/0001539497-22-000712.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2022-08-02,edgar/data/850779/0001539497-22-001338.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2023-03-23,edgar/data/850779/0001539497-23-000490.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2023-07-28,edgar/data/850779/0001539497-23-001322.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2023-11-27,edgar/data/850779/0001539497-23-002013.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2023-12-04,edgar/data/850779/0001539497-23-002088.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-06-05,edgar/data/850779/0001539497-24-001158.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-06-13,edgar/data/850779/0001539497-24-001218.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-07-08,edgar/data/850779/0001539497-24-001390.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-08-12,edgar/data/850779/0001539497-24-001644.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-09-26,edgar/data/850779/0001539497-24-002020.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-11-12,edgar/data/850779/0001539497-24-002394.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2024-11-19,edgar/data/850779/0001539497-24-002469.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-01-06,edgar/data/850779/0001539497-25-000026.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-02-03,edgar/data/850779/0001539497-25-000292.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-03-26,edgar/data/850779/0001539497-25-001047.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-05-12,edgar/data/850779/0001539497-25-001307.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-07-08,edgar/data/850779/0001539497-25-001788.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-09-17,edgar/data/850779/0001539497-25-002382.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-09-30,edgar/data/850779/0001539497-25-002564.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-11-13,edgar/data/850779/0001539497-25-002944.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-12-01,edgar/data/850779/0001539497-25-003083.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2025-12-08,edgar/data/850779/0001539497-25-003200.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2026-02-12,edgar/data/850779/0001539497-26-000359.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2026-02-12,edgar/data/850779/0001539497-26-000361.txt
ABS-EE/A,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2026-02-19,edgar/data/850779/0001539497-26-000728.txt
ABS-EE,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,0000850779,2026-03-23,edgar/data/850779/0001539497-26-000987.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2017-03-02,edgar/data/1004158/0001539497-17-000315.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2017-05-15,edgar/data/1004158/0001539497-17-000720.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2017-08-07,edgar/data/1004158/0001539497-17-001322.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2017-08-24,edgar/data/1004158/0001539497-17-001455.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2017-11-08,edgar/data/1004158/0001539497-17-001958.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2018-03-09,edgar/data/1004158/0001539497-18-000370.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2018-03-29,edgar/data/1004158/0001539497-18-000532.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2018-07-12,edgar/data/1004158/0001539497-18-001094.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2019-02-07,edgar/data/1004158/0001539497-19-000136.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2019-05-06,edgar/data/1004158/0001539497-19-000688.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2019-06-20,edgar/data/1004158/0001539497-19-001031.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2019-07-11,edgar/data/1004158/0001539497-19-001117.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2019-09-10,edgar/data/1004158/0001539497-19-001442.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2019-10-21,edgar/data/1004158/0001539497-19-001725.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2019-11-08,edgar/data/1004158/0001539497-19-001953.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2020-01-06,edgar/data/1004158/0001539497-20-000025.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2020-05-04,edgar/data/1004158/0001539497-20-000666.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2020-05-21,edgar/data/1004158/0001539497-20-000733.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2020-11-17,edgar/data/1004158/0001539497-20-001384.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2020-12-14,edgar/data/1004158/0001539497-20-001527.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2021-04-12,edgar/data/1004158/0001539497-21-000456.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2021-09-14,edgar/data/1004158/0001539497-21-001355.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2021-12-10,edgar/data/1004158/0001539497-21-002052.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2022-02-17,edgar/data/1004158/0001539497-22-000457.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2022-03-15,edgar/data/1004158/0001539497-22-000605.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2022-10-18,edgar/data/1004158/0001539497-22-001675.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2022-11-03,edgar/data/1004158/0001539497-22-001731.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2023-07-13,edgar/data/1004158/0001539497-23-001233.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2024-03-11,edgar/data/1004158/0001539497-24-000647.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2024-08-08,edgar/data/1004158/0001539497-24-001597.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2024-12-12,edgar/data/1004158/0001539497-24-002625.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2025-05-16,edgar/data/1004158/0001539497-25-001423.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2025-05-23,edgar/data/1004158/0001539497-25-001519.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2025-08-11,edgar/data/1004158/0001539497-25-002079.txt
ABS-EE/A,GS MORTGAGE SECURITIES CORP II,0001004158,2025-08-19,edgar/data/1004158/0001539497-25-002180.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2025-10-07,edgar/data/1004158/0001539497-25-002637.txt
ABS-EE,GS MORTGAGE SECURITIES CORP II,0001004158,2026-02-25,edgar/data/1004158/0001539497-26-000800.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2016-11-29,edgar/data/1005007/0001539497-16-004148.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-01-26,edgar/data/1005007/0001539497-17-000046.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-07-10,edgar/data/1005007/0001539497-17-001108.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-07-27,edgar/data/1005007/0001539497-17-001241.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-10-03,edgar/data/1005007/0001539497-17-001727.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-10-19,edgar/data/1005007/0001539497-17-001815.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2017-11-29,edgar/data/1005007/0001539497-17-002150.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2018-05-10,edgar/data/1005007/0001539497-18-000712.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2018-11-07,edgar/data/1005007/0001539497-18-001755.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2019-05-13,edgar/data/1005007/0001539497-19-000765.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2019-05-31,edgar/data/1005007/0001539497-19-000868.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2019-09-24,edgar/data/1005007/0001539497-19-001584.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2019-10-23,edgar/data/1005007/0001539497-19-001760.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2019-12-05,edgar/data/1005007/0001539497-19-002248.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2020-06-15,edgar/data/1005007/0001539497-20-000826.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2020-12-08,edgar/data/1005007/0001539497-20-001491.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2021-05-04,edgar/data/1005007/0001539497-21-000611.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2021-09-20,edgar/data/1005007/0001539497-21-001410.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2021-10-07,edgar/data/1005007/0001539497-21-001529.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2022-01-18,edgar/data/1005007/0001539497-22-000089.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2022-05-17,edgar/data/1005007/0001539497-22-001017.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2023-02-06,edgar/data/1005007/0001539497-23-000145.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2023-09-12,edgar/data/1005007/0001539497-23-001583.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2024-07-23,edgar/data/1005007/0001539497-24-001490.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2024-11-18,edgar/data/1005007/0001539497-24-002465.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-03-10,edgar/data/1005007/0001539497-25-000881.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-03-17,edgar/data/1005007/0001539497-25-000965.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-07-14,edgar/data/1005007/0001539497-25-001844.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-07-22,edgar/data/1005007/0001539497-25-001946.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-08-05,edgar/data/1005007/0001539497-25-002022.txt
ABS-EE/A,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2025-08-13,edgar/data/1005007/0001539497-25-002115.txt
ABS-EE,Banc of America Merrill Lynch Commercial Mortgage Inc.,0001005007,2026-02-02,edgar/data/1005007/0001539497-26-000241.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-04-25,edgar/data/1013454/0001539497-17-000613.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-05-12,edgar/data/1013454/0001539497-17-000699.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-06-07,edgar/data/1013454/0001539497-17-000890.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-09-11,edgar/data/1013454/0001539497-17-001530.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-11-07,edgar/data/1013454/0001539497-17-001934.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2017-11-30,edgar/data/1013454/0001539497-17-002156.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-01-16,edgar/data/1013454/0001539497-18-000031.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-01-31,edgar/data/1013454/0001539497-18-000120.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-05-01,edgar/data/1013454/0001539497-18-000677.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-06-22,edgar/data/1013454/0001539497-18-000961.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-07-30,edgar/data/1013454/0001539497-18-001230.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-08-24,edgar/data/1013454/0001539497-18-001378.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-10-09,edgar/data/1013454/0001539497-18-001601.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-10-30,edgar/data/1013454/0001539497-18-001710.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-11-05,edgar/data/1013454/0001539497-18-001739.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2018-11-28,edgar/data/1013454/0001539497-18-001868.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-03-18,edgar/data/1013454/0001539497-19-000438.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-04-11,edgar/data/1013454/0001539497-19-000578.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-08-05,edgar/data/1013454/0001539497-19-001297.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-08-22,edgar/data/1013454/0001539497-19-001382.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-09-17,edgar/data/1013454/0001539497-19-001516.txt
ABS-EE/A,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-10-17,edgar/data/1013454/0001539497-19-001686.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2019-11-12,edgar/data/1013454/0001539497-19-001977.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2020-01-21,edgar/data/1013454/0001539497-20-000090.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2020-07-20,edgar/data/1013454/0001539497-20-000966.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2020-08-17,edgar/data/1013454/0001539497-20-001071.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2020-12-15,edgar/data/1013454/0001539497-20-001542.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2021-05-10,edgar/data/1013454/0001539497-21-000660.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2021-10-25,edgar/data/1013454/0001539497-21-001614.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2022-03-24,edgar/data/1013454/0001539497-22-000681.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2023-02-06,edgar/data/1013454/0001539497-23-000159.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2023-03-28,edgar/data/1013454/0001539497-23-000524.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2024-01-16,edgar/data/1013454/0001539497-24-000036.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2024-06-24,edgar/data/1013454/0001539497-24-001306.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2024-10-28,edgar/data/1013454/0001539497-24-002254.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2025-03-17,edgar/data/1013454/0001539497-25-000961.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2025-09-08,edgar/data/1013454/0001539497-25-002303.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2026-01-26,edgar/data/1013454/0001539497-26-000160.txt
ABS-EE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP,0001013454,2026-02-18,edgar/data/1013454/0001539497-26-000702.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2016-11-29,edgar/data/1013611/0001539497-16-004112.txt
ABS-EE/A,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2016-12-21,edgar/data/1013611/0001539497-16-004367.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-03-01,edgar/data/1013611/0001539497-17-000288.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-03-13,edgar/data/1013611/0001539497-17-000397.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-05-19,edgar/data/1013611/0001539497-17-000781.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-07-14,edgar/data/1013611/0001539497-17-001143.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-10-10,edgar/data/1013611/0001539497-17-001769.txt
ABS-EE/A,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2017-10-31,edgar/data/1013611/0001539497-17-001894.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2018-02-06,edgar/data/1013611/0001539497-18-000154.txt
ABS-EE/A,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2018-02-26,edgar/data/1013611/0001539497-18-000284.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2018-05-18,edgar/data/1013611/0001539497-18-000765.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2018-07-24,edgar/data/1013611/0001539497-18-001198.txt
ABS-EE,JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP,0001013611,2018-12-04,edgar/data/1013611/0001539497-18-001920.txt
